Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Hub Tags,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Number of Events,CB Rank (Organization),BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),School Method,Index,Organization,Email,Name,Industries_right,Description_right,Founded Date_right,Total Funding Amount_right,Last Funding Date_right,Last Funding Amount_right,Last Funding Amount Currency_right,NIT,NOMBRE EMPRESA,CIIU,EMPRENDEDOR,DEPARTAMENTO,CIUDAD,CORREO ELECTRONICO,TELÉFONO ,Unnamed: 16,Intersección
THOUGHT NETWORK S.A.S,https://www.crunchbase.com/organization/thought-network-s-a-s,"Apps, Content, Data Visualization, Digital Media, Information Services, Internet, Software","Bogotá, Distrito Especial, Colombia",Organize your digital life. Your Way,"131,782",Latin America,,Closed,2011-01-01,year,,,,none,For Profit,https://app.thotz.co/,http://twitter.com/ThotzNet,http://www.facebook.com/Thotz.net,,contact@thotz.co,,,,"Thotz lets you show off your thoughts and knowledge, enriched with content from any of multiple cloud services. It is like having a blog of the subjects that matter to you, but with direct access to your content.We want to know your opinion on the idea, the name, the interface, everything! This will make sense if it works for people like you. Let us know what you think, what you hate, what you like... everything!!Thotz.co is a web interface to help small and medium enterprises, to manage and share information in the cloud, for domestic consumption and its entire value chain.",,,,,,,,,,,,,,"Apps, Data and Analytics, Design, Information Technology, Internet Services, Media and Entertainment, Software",2.0,"Andres Cifuentes, Carlos Rozo",1-10,1.0,Seed,2012-07-01,90177600.0,COP,50138.0,Seed,90177600.0,COP,50138.0,Seed,90177600.0,COP,50138.0,90177600.0,COP,50138.0,Wayra,1.0,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"138,534",15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UALET,https://www.crunchbase.com/organization/ualet,"Finance, FinTech, Wealth Management","Bogotá, Distrito Especial, Colombia",First regulated roboadvisor with digital onboarding.,"132,105",Latin America,,Active,2017-08-25,day,,,,,For Profit,https://www.ualet.com,https://twitter.com/holaualet,https://es-la.facebook.com/UaletColombia/,https://www.linkedin.com/company/ualet,hola@ualet.com,6372055,,,,,,,,,,,,,,,,,Financial Services,1.0,Leopoldo Forero,11-50,1.0,,2019-03-04,,,,Venture - Series Unknown,,,,Venture - Series Unknown,,,,,,,Finnovista,,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"138,876",29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VITACLICK,https://www.crunchbase.com/organization/vitaclick,"Health Care, Information Technology, Web Design, Web Development","Chía, Cundinamarca, Colombia",Vitaclick is a online doctor appointment scheduling platform,"133,489",Latin America,,Closed,2013-01-01,day,,,2017-01-01,day,For Profit,https://vitaclick.com,,,,,,,,,,,,,,,,,,,,,,"Design, Health Care, Information Technology, Software",1.0,Dimitri Neufeld,1-10,1.0,,2016-06-01,35000.0,USD,35000.0,Grant,,,,,,,,35000.0,USD,35000.0,Innpulsa Colombia,,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"140,384",4.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANKITY,https://www.crunchbase.com/organization/bankity,"Credit Cards, Finance, Financial Services, FinTech","Medellín, Antioquia, Colombia",Bankity is an application platform allowing users to control their personal finances.,"133,533",Latin America,,Active,2016-01-01,year,,,,,For Profit,http://www.bankity.com,,,https://www.linkedin.com/company/bankity,,,2,,Bankity is an application for personal financial control that automatically records what the user pays with electronic money without asking for their bank passwords. It enables users to control their expenses effortlessly and without risks with the growth of more than 10x in the last semester.,,,,,,,,,,,,,,"Financial Services, Lending and Investments, Payments",1.0,Diego Alejandro Guzman Guevara,1-10,2.0,Seed,2019-04-19,,,,Seed,,,,Seed,,,,,,,"Magma Partners, K50 Ventures",,2.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"140,433",35.0,6.0,116,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFERTALDIA,https://www.crunchbase.com/organization/ofertaldia,"E-Commerce, Local","Bogotá, Distrito Especial, Colombia",Ofertaldia enables its users to receive available offers and deals on their smartphones based on their preferences and geo-localization.,"135,299",Latin America,$1M to $10M,Active,2011-02-01,day,,,,,For Profit,http://www.ofertaldia.com/,http://twitter.com/ofertaldia,http://www.facebook.com/OFERTALDIA,http://www.linkedin.com/company/2343516,,,,,"OFERTALDIA brings you the best offers and temptations available in your city based exclusively on your own pre-defined preferences ! OFERTALDIA is focused on bringing benefits to both users and partners.  We provide an additional sales and Internet presence channel for our partners while simplifying the lives of thousands of users providing them access to the best offers in their local communities. Users can personalize receipt of offers based on location and/or activity type (leisure, gastronomy, travel, hotels, etc.) directly on their smartphones (iPhone, Android & Blackberry) and according to preferences and geo-localization.",,,,,,,,,,,,,,"Commerce and Shopping, Sales and Marketing",1.0,Javier E. Gonzalez,11-50,2.0,Seed,2012-06-01,180000.0,USD,180000.0,Seed,180000.0,USD,180000.0,Seed,280000.0,USD,280000.0,280000.0,USD,280000.0,VentureSpec,,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"142,349",16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PANTREK,https://www.crunchbase.com/organization/pantrek,"Transportation, Travel","Medellín, Antioquia, Colombia",Search engine for booking inter-city bus tickets,"135,886",Latin America,Less than $1M,Active,2015-04-01,month,,,,,For Profit,http://www.pantrek.com,http://twitter.com/GoPanTrek,https://www.facebook.com/GoPanTrek/,https://www.linkedin.com/company/3148325,info@pantrek.com,,7,,"PanTrek is a free search engine for booking inter-city bus tickets in Latin America. Search in-depth company profiles, user reviews, & ratings to book the best route that fulfills your travel needs, whether you are a backpacker, local, or tourist.  PanTrek also enables you to connect with friends / travelers so you can plan your trip with others.",,,,,,,,,,,,,,"Transportation, Travel and Tourism",3.0,"Alejandro Toro, David Feldsott, Juan Carlos Rodriguez",1-10,1.0,Seed,2015-12-03,25000.0,USD,25000.0,Pre-Seed,25000.0,USD,25000.0,Pre-Seed,25000.0,USD,25000.0,25000.0,USD,25000.0,Travel Startups Incubator,1.0,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1.0,"142,969",6.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRANOS ANDINOS DE COLOMBIA,https://www.crunchbase.com/organization/granos-andinos-de-colombia,"Agriculture, AgTech","Bogotá, Distrito Especial, Colombia",Granos Andinos de Colombia serves as a supplier of quinoa products in Colombia.,"138,041",Latin America,,Active,2014-01-01,year,,,,,For Profit,http://www.granosandinos.com/,,,,diego@granosandinos.com,+573159274990,,,Granos Andinos de Colombia serves as a supplier of quinoa products in Colombia.,,,,,,,,,,,,,,Agriculture and Farming,1.0,Diego Santana,11-50,1.0,Seed,2015-07-30,67000.0,USD,67000.0,Seed,67000.0,USD,67000.0,Seed,67000.0,USD,67000.0,67000.0,USD,67000.0,T2M Holding,,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"145,326",10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDPIKE,https://www.crunchbase.com/organization/medpike,"Fitness, Health Care, Medical","Bogotá, Distrito Especial, Colombia",MedPike is a cloud-based application that connects ambulatory doctors to the daily life of their patients.,"139,058",Latin America,,Active,2014-01-01,year,,,,,For Profit,http://medpike.com/site/,https://twitter.com/medpike,https://www.facebook.com/medpike,,,,,,"MedPike is a cloud-based application that connects ambulatory doctors to the daily life of their patients. While doctors can streamline the outpatient care, patients can store and organize their entire health history in a shareable medical cloud. It is available in both PC and mobile versions. MedPike is based in Bogota, Colombia.",,,,,,,,,,,,,,"Health Care, Sports",1.0,Miguel Angarita,1-10,1.0,,2014-05-21,13832.0,EUR,18931.0,Convertible Note,,,,,,,,13832.0,EUR,18931.0,Wayra,,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"146,432",21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORONA,https://www.crunchbase.com/organization/corona,"Building Material, Construction, Home Decor, Real Estate, Retail","Bogotá, Distrito Especial, Colombia","Corona makes plumbing fixtures, paints and other coatings, ceramic dinnerware, and insulators for electricity transmission.","139,489",Latin America,$1B to $10B,Active,1881-01-01,year,,,,,For Profit,http://www.corona.co/,https://www.twitter.com/coronainspira,https://www.facebook.com/coronamejoratuvida,https://www.linkedin.com/company/organizacion-corona/,contactenoscorona@corona.com.co,018000 512030,69,,,,,,,,,,,,,,,,"Commerce and Shopping, Real Estate",,,501-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"146,894",85.0,6.0,,17.0,0.0,6.0,,Environmental control apparatus,,,,,,,,,,,,,,,,,,,,,,,,,
PTK S.A.S.,https://www.crunchbase.com/organization/ptk-s-a-s,"CRM, E-Commerce, E-Commerce Platforms","Cali, Valle del Cauca, Colombia","PTK develops enterprise solutions that help companies automatize processes and optimize their vending processes like WMS, SAP and Ecommerce.","139,662",Latin America,$1M to $10M,Active,2009-08-14,day,,,,,For Profit,http://www.ptk.com.co/en/,https://www.twitter.com/ptk_sas,https://www.facebook.com/ptk.sas,https://www.linkedin.com/company/ptk-s-a-s-,ptk@ptk.com.co,320 695 9439,,,"PTK is a team of around 20 that is focused on building enterprise solutions. We built & sell a ""traditional"" WMS for SAP Business One & other ERPs but a year ago came to the conclusion that todays WMS market needs to be disrupted and changed for good",,,,,,,,,,,,,,"Commerce and Shopping, Information Technology, Internet Services, Sales and Marketing, Software",1.0,Thomas Kircheis,11-50,1.0,Seed,2015-10-01,400000.0,USD,400000.0,Angel,400000.0,USD,400000.0,Angel,400000.0,USD,400000.0,400000.0,USD,400000.0,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,1.0,"147,094",17.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USETIME,https://www.crunchbase.com/organization/usetime,"Apps, Internet, SaaS, Software","Bogotá, Distrito Especial, Colombia",Usetime is an application that manages productivity and projects involving staff and remote attendance.,"140,787",Latin America,Less than $1M,Active,2013-01-01,year,,,,,For Profit,http://usetime.co,https://twitter.com/usetimeco,https://www.facebook.com/pages/Usetime/746140758737605,http://co.linkedin.com/pub/usetime-aliado-para-el-teletrabajo/92/58/617,ventas@usetime.co,3002280279,,,"Usetime is an application that manages productivity and projects involving staff and remote attendance. Usetime allows viewing from any device automatic evolution of projects and tasks assigned Gantt charts or timelines containing updated information on the progress, time spent on each activity and serves as a repository for documents or deliverables generated by equipment work for each project.  Usetime displays a panel centrally emails, calendars, activities or pending projects and productivity indicators for ease and efficiency. Usetime is an indispensable support for the introduction of flexible working patterns, such as teleworking, which in turn generates cost savings for individuals and businesses and increases quality of life and performance.",,,,,,,,,,,,,,"Apps, Internet Services, Software",1.0,Alexandra Gamarra,1-10,1.0,,2014-08-01,30437.0,EUR,40872.0,Venture - Series Unknown,30437.0,EUR,40872.0,Venture - Series Unknown,30437.0,EUR,40872.0,30437.0,EUR,40872.0,Wayra,,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"148,327",31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESRI,https://www.crunchbase.com/organization/esri-33a3,"Information Technology, Internet, Software","Madrid, Distrito Especial, Colombia",Esri is the largest smart maps company.,"141,143",Latin America,,Active,1991-01-01,year,,,,,For Profit,https://www.esri.es/,https://twitter.com/Esri_Spain,https://www.facebook.com/pg/EsriSpain/,https://www.linkedin.com/company/esri-spain/,,,46,,"Esri is the largest smart maps company. Their geographic technology platform, called ArcGIS, combines maps and data that allow organizations, researchers, developers and professionals to see the world more intelligently and make better decisions.",,,1.0,1.0,1.0,,,,,,,,,"Information Technology, Internet Services, Software",,,101-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"148,725",73.0,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOBII,https://www.crunchbase.com/organization/mobii,"Apps, Real Estate","Bogotá, Distrito Especial, Colombia",Mobii is a webapp specifically designed for real estate agents,"143,476",Latin America,Less than $1M,Active,2014-01-01,year,,,,,For Profit,http://mobii.co/,http://twitter.com/Mobiico,http://www.facebook.com/pages/Mobii/653386938082149,http://www.linkedin.com/company/3011547,,,,,"Mobii is a webapp specifically designed for real estate agents that allows them to easily fill out details, take photos on the scene, manage their properties portfolio, clients requirements, and to collaboratively work with other real estate agents. All from any device.",,,,,,,,,,,,,,"Apps, Real Estate, Software",3.0,"Daniel Artunduaga, Daniel Vargas, Sebastian Trujillo",1-10,1.0,Seed,2014-06-01,40000.0,USD,40000.0,Seed,40000.0,USD,40000.0,Seed,40000.0,USD,40000.0,40000.0,USD,40000.0,Start-Up Chile,,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"151,298",1.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FITHUB,https://www.crunchbase.com/organization/fithub-a557,,"Barranquilla, Atlantico, Colombia",We are the all things store in the fitness and wellness industry,"143,493",Latin America,,Active,2016-06-01,month,,,,,For Profit,https://fithub.com.co/,,https://www.facebook.com/FitHubco,https://www.linkedin.com/company/fithub-colombia/,andres@fithub.com.co,,,,"We are the all things store in the fitness and wellness industry. Our mission is to improve peoples habits through scientifically proven technologies. We are committed to transform the world´s mayor health's problems related to nutrition, exercise and lifestyle.",,,,,,,,,,,,,,,4.0,"Alex Ramirez, Andres Iriarte, Cristina Char, Jabib Char",11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"151,315",20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOWIES,https://www.crunchbase.com/organization/mowies,Media and Entertainment,"Medellín, Antioquia, Colombia",Mowies is a social platform where both video creators and viewers can generate income.,"144,876",Latin America,,Active,2016-07-26,day,,,,,For Profit,http://www.mowies.com,https://twitter.com/LetsMowies,https://www.facebook.com/Letsmowies/,https://www.linkedin.com/company/mowies/,iam@mowies.com,3027609857,1,,Mowies is a social platform where both video creators and viewers can generate income.,,,,,,,,,,,,,,Media and Entertainment,4.0,"Alejandro Arango, none none, Sergio Restrepo, Sergio Restrepo",11-50,3.0,,2020-05-07,,,,Venture - Series Unknown,,,,Venture - Series Unknown,,,,,,,"Latin Leap, Contento BPS, Grupo Trébol Comunicaciones, Dariem S.A.S.",,4.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"152,848",45.0,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUTA.CO,https://www.crunchbase.com/organization/tuta-co,"Apps, E-Commerce, Marketplace, Online Portals","Bogotá, Distrito Especial, Colombia","tuta.co is an online marketplace for users to buy, sell, and request for creative and strange services.","145,529",Latin America,,Closed,2012-02-15,day,,,2014-03-30,day,For Profit,http://tuta.co,http://twitter.com/tutadotco,http://www.facebook.com/tutadotco,,hello@tuta.co,+573103411062,1,,"tuta.co: is the online marketplace for plain weird services. With tuta.co, anybody can buy, sell or even request these creative, fun, or even strange services (like hidden camera pranks, personal paparazzi, digital serenades, and more) for others to buy, personalize and share. tuta.co offers a whole world of options, a new way to generate impact in your social network, and a new type of entertainment in which everyday people can be the stars.",,,,,,,,,,,,,,"Apps, Commerce and Shopping, Internet Services, Software",2.0,"Andrés Manrique Ferreira, Juan Camilo Canal Schlesinger",1-10,1.0,Seed,2012-08-01,50000.0,USD,50000.0,Seed,50000.0,USD,50000.0,Seed,50000.0,USD,50000.0,50000.0,USD,50000.0,Wayra,,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"153,554",21.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIMESTONE,https://www.crunchbase.com/organization/primestone,"Computer, Information Technology, Software, Telecommunications","Bogotá, Distrito Especial, Colombia",PrimeStone is a well-established and rapidly growing software development company founded in 1990.,"145,890",Latin America,Less than $1M,Active,1990-01-01,year,2021-02-01,day,,,For Profit,https://primestone.com/,http://twitter.com/Primestone,,https://www.linkedin.com/company/primestonelatam/,info@primestone.com,57 1 356 3500,4,,"PrimeStone is a well-established and rapidly growing software development company founded in 1990.  Since 1995, we have focused on providing sophisticated Smart Grid applications and solutions to the utility industry.  Our experienced staff is headquartered in Bogotá, Colombia, with satellite offices and authorized distributors located strategically throughout the US and other countries worldwide.",,,,,,,,,,,,,,"Consumer Electronics, Hardware, Information Technology, Software",1.0,Carlos Guevara,51-100,1.0,M&A,2013-12-23,,,,Venture - Series Unknown,,,,Venture - Series Unknown,,,,,,,Promotora,,1.0,,Was Acquired,PrimeStone acquired by Trilliant,https://www.crunchbase.com/acquisition/trilliant-acquires-primestone--c0167b6a,Trilliant,https://www.crunchbase.com/organization/trilliant,2021-02-01,day,,,,Acquisition,,Private,,,,,,,,,,,,,,,"153,954",11.0,,,,0.0,11.0,,Scientific and technological services,,,,,,,,,,,,,,,,,,,,,,,,,
ESLIK,https://www.crunchbase.com/organization/ipesa,"Internet, Security, Tourism, Travel","Bogotá, Distrito Especial, Colombia",An app for preventive protection in Colombia,"146,718",Latin America,,Active,2014-11-13,day,,,,,For Profit,http://www.eslik.co,,http://www.facebook.com/Eslikapp,,info@ipesa.co,+573142313428,,,"Eslik is a platform that connects their customers with qualified personnel that offers protection for your safety needs. Bogota as the capital of Colombia and one of the mains cities in Latin America has a lot to offer, the economic growth, gastronomic choices and great landmarks make the city one of the top choices for travellers.  When you are making bank transactions? When you´re in business with people you don't know? Do you want to visit all places in the city and want to feel safe? or even when you are on a party? Now you can get safety a click away, it's simple, place your location, ask for an expert operator in preventive protection and allow yourself to feel safe.",,,,,,,,,,,,,,"Internet Services, Privacy and Security, Travel and Tourism",1.0,Vytautas Klimavicius,1-10,1.0,,2015-04-01,500000.0,USD,500000.0,Grant,,,,,,,,500000.0,USD,500000.0,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"154,849",9.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CODETAG,https://www.crunchbase.com/organization/codetag,"Career Planning, Education, Skill Assessment, Software","Bogotá, Distrito Especial, Colombia",Codetag is a platform that enables code developers to measure and improve their programming skills.,"147,626",Latin America,,Closed,2012-08-09,day,,,2014-03-30,day,For Profit,http://codetag.me,http://twitter.com/codetagme,http://www.facebook.com/codetag,,info@codetag.me,573014311354,,,"Codetag is the place to find developers with amazing skills Good developers are a rare breed to find, they hangout mostly with other good developers, they are rarely looking for a job, they like to work during the day and Work during the night, they like to compete, they assist, hold and create hacking events, at Codetag we gather all this information to create a fun experience for them to improve their skills and show off their amazing abilities",,,,,,,,,,,,,,"Education, Professional Services, Software",4.0,"David Roncancio, Giovanny Beltran, Gustavo Angulo, Julian Vargas",11-50,1.0,Seed,2012-09-11,50000.0,USD,50000.0,Seed,50000.0,USD,50000.0,Seed,50000.0,USD,50000.0,50000.0,USD,50000.0,Wayra,,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"155,849",23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
